commune,region,population,part_65_plus_pct,densite_hab_km2,revenu_median_uc,loyer_m2,nb_audioprothesistes_2022,hab_par_audio,nb_orl_liberaux_2022,region_code,code_insee
Bournel,75 - Nouvelle-Aquitaine,250,32.0,17.01,17970.0,7.4,0,250.0,0,75,47037
Languimberg,44 - Grand Est,168,27.5,9.14,23760.0,8.1,0,168.0,0,44,57383
Bouvante,84 - Auvergne-Rhône-Alpes,214,29.4,2.55,21330.0,7.8,0,214.0,0,84,26059
Chapelle-Voland,27 - Bourgogne-Franche-Comté,602,30.2,19.74,19880.0,7.9,0,602.0,0,27,39104
Champagnole,27 - Bourgogne-Franche-Comté,7989,29.8,395.89,20240.0,8.9,4,1597.8,0,27,39097
Authumes,27 - Bourgogne-Franche-Comté,262,29.4,20.34,21500.0,7.3,0,262.0,0,27,71013
Saint-Grégoire,53 - Bretagne,9765,19.2,564.45,29420.0,11.3,3,2441.25,7,53,35278
Tourouzelle,76 - Occitanie,478,30.6,33.69,19250.0,8.2,0,478.0,0,76,11393
Téteghem-Coudekerque-Village,32 - Hauts-de-France,8311,21.3,273.03,24400.0,10.4,0,8311.0,0,32,59588
Uzer,84 - Auvergne-Rhône-Alpes,411,29.2,117.09,20600.0,9.0,0,411.0,0,84,07327
Saint-Mayeux,53 - Bretagne,470,32.3,15.34,17300.0,7.6,0,470.0,0,53,22316
Sanilhac-Sagriès,76 - Occitanie,776,27.9,35.11,21770.0,10.0,0,776.0,0,76,30308
Laître-sous-Amance,44 - Grand Est,381,24.3,74.56,27260.0,9.1,0,381.0,0,44,54289
Grives,75 - Nouvelle-Aquitaine,110,30.0,13.55,20020.0,8.9,0,110.0,0,75,24206
Lannemaignan,76 - Occitanie,107,31.1,12.47,18740.0,8.5,0,107.0,0,76,32189
Montesquiou,76 - Occitanie,574,31.0,12.26,18630.0,8.3,0,574.0,0,76,32285
Raimbeaucourt,32 - Hauts-de-France,4005,24.8,361.46,22640.0,10.4,0,4005.0,0,32,59489
Tréguennec,53 - Bretagne,316,27.6,32.88,23200.0,8.6,0,316.0,0,53,29292
Peypin,93 - Provence-Alpes-Côte d'Azur,5547,20.6,415.51,25510.0,13.5,0,5547.0,0,93,13073
Bona,27 - Bourgogne-Franche-Comté,308,29.0,13.25,22200.0,6.9,0,308.0,0,27,58035
Thoissey,84 - Auvergne-Rhône-Alpes,1715,28.5,1279.85,19130.0,8.9,1,857.5,0,84,01420
Le Bourget,11 - Île-de-France,16139,12.1,7759.13,16870.0,17.2,1,8069.5,1,11,93013
Saint-Mard-de-Vaux,27 - Bourgogne-Franche-Comté,273,26.7,41.18,24270.0,8.9,0,273.0,0,27,71447
Villard-Saint-Sauveur,27 - Bourgogne-Franche-Comté,614,26.4,67.85,24510.0,8.6,0,614.0,0,27,39560
Douzains,75 - Nouvelle-Aquitaine,270,30.9,21.33,19400.0,7.4,0,270.0,0,75,47084
Poisy,84 - Auvergne-Rhône-Alpes,8109,16.5,715.71,27730.0,15.0,0,8109.0,0,84,74213
Verrières,44 - Grand Est,1860,25.7,183.79,23980.0,9.2,0,1860.0,0,44,
Saint-Prest,24 - Centre-Val de Loire,2052,22.2,122.8,27750.0,11.1,0,2052.0,0,24,28358
Messei,28 - Normandie,1881,28.8,142.39,20720.0,7.5,0,1881.0,0,28,61278
Dauphin,93 - Provence-Alpes-Côte d'Azur,834,26.5,85.89,23820.0,9.3,0,834.0,0,93,04068
Montfaucon-en-Velay,84 - Auvergne-Rhône-Alpes,1176,29.6,235.67,20540.0,6.3,0,1176.0,0,84,43141
Rilhac-Lastours,75 - Nouvelle-Aquitaine,373,28.8,22.86,22090.0,7.5,0,373.0,0,75,87124
Lignan-sur-Orb,76 - Occitanie,3209,25.3,941.06,21480.0,9.9,0,3209.0,0,76,34140
Janville,28 - Normandie,372,25.0,83.78,26030.0,9.6,0,372.0,0,28,14344
Loqueffret,53 - Bretagne,354,32.1,12.92,17580.0,7.7,0,354.0,0,53,29141
Villeneuve-de-la-Raho,76 - Occitanie,3914,24.5,343.03,22980.0,10.7,0,3914.0,0,76,66227
Meursault,27 - Bourgogne-Franche-Comté,1419,25.0,87.48,25350.0,9.4,0,1419.0,0,27,21412
Lauzun,75 - Nouvelle-Aquitaine,752,31.6,31.22,17870.0,7.8,0,752.0,0,75,47142
Génelard,27 - Bourgogne-Franche-Comté,1380,29.4,62.36,20250.0,7.9,0,1380.0,0,27,71212
Saint-Juéry,76 - Occitanie,289,33.3,9.96,16960.0,7.0,1,144.5,0,76,
Loire-Authion,52 - Pays de la Loire,15812,18.9,139.12,23080.0,9.0,0,15812.0,0,52,49307
Montel-de-Gelat,84 - Auvergne-Rhône-Alpes,432,30.7,17.27,19640.0,7.2,0,432.0,0,84,63237
Daumazan-sur-Arize,76 - Occitanie,717,31.2,52.03,17940.0,8.7,0,717.0,0,76,09105
Bonrepos,76 - Occitanie,188,30.4,21.36,19620.0,8.4,0,188.0,0,76,65097
Chéroy,27 - Bourgogne-Franche-Comté,1665,27.4,158.27,21380.0,10.2,0,1665.0,0,27,89100
Saint-Vincent-Rive-d'Olt,76 - Occitanie,442,28.5,22.21,21890.0,8.6,0,442.0,0,76,46296
Montenescourt,32 - Hauts-de-France,455,26.2,89.57,24480.0,9.3,0,455.0,0,32,62586
Sai,28 - Normandie,223,27.4,44.25,24270.0,7.0,0,223.0,0,28,61358
Les Eyzies,75 - Nouvelle-Aquitaine,1098,30.4,20.57,18950.0,8.4,0,1098.0,0,75,
Bourganeuf,75 - Nouvelle-Aquitaine,2487,32.2,110.34,17090.0,7.6,1,1243.5,0,75,23030
Saint-Péray,84 - Auvergne-Rhône-Alpes,7622,24.5,316.92,23790.0,10.2,1,3811.0,0,84,07281
Vieux-Ruffec,75 - Nouvelle-Aquitaine,107,32.4,8.39,17060.0,8.3,0,107.0,0,75,16404
Chiatra,94 - Corse,212,27.6,25.79,22120.0,10.9,0,212.0,0,94,2B088
Leschelle,32 - Hauts-de-France,269,28.3,18.31,22730.0,7.7,0,269.0,0,32,02419
Eycheil,76 - Occitanie,550,29.5,115.3,20740.0,7.6,0,550.0,0,76,09119
Cénac,75 - Nouvelle-Aquitaine,1995,22.5,266.0,26940.0,11.3,0,1995.0,0,75,33118
Lissieu,84 - Auvergne-Rhône-Alpes,3128,18.1,552.65,31340.0,11.4,0,3128.0,0,84,69117
Montfort,93 - Provence-Alpes-Côte d'Azur,326,28.8,26.99,20850.0,10.0,0,326.0,0,93,04127
Desges,84 - Auvergne-Rhône-Alpes,58,45.5,3.45,,7.2,0,58.0,0,84,43085
La Roche-en-Brenil,27 - Bourgogne-Franche-Comté,879,30.5,17.29,19410.0,7.5,0,879.0,0,27,21525
Gabian,76 - Occitanie,840,31.1,52.63,17960.0,8.7,0,840.0,0,76,34109
La Tâche,75 - Nouvelle-Aquitaine,115,29.2,15.75,21280.0,8.4,0,115.0,0,75,16377
Avermes,84 - Auvergne-Rhône-Alpes,3960,26.0,253.85,22430.0,8.0,0,3960.0,0,84,03013
Courdemanges,44 - Grand Est,393,28.5,20.51,22450.0,7.5,0,393.0,0,44,51184
Léren,75 - Nouvelle-Aquitaine,219,29.1,47.92,21560.0,7.8,0,219.0,0,75,64334
Bioussac,75 - Nouvelle-Aquitaine,221,31.1,14.13,19040.0,7.6,0,221.0,0,75,16044
Lège,76 - Occitanie,40,45.5,14.71,,8.2,1,20.0,0,76,31290
Montmorot,27 - Bourgogne-Franche-Comté,3055,26.9,268.93,21550.0,8.6,0,3055.0,0,27,39362
Lescure-d'Albigeois,76 - Occitanie,4571,26.3,322.36,21370.0,8.1,0,4571.0,0,76,81144
Couteuges,84 - Auvergne-Rhône-Alpes,300,29.6,29.01,21210.0,7.1,0,300.0,0,84,43079
Pissos,75 - Nouvelle-Aquitaine,1445,28.5,10.27,20610.0,9.7,0,1445.0,0,75,40227
Le Controis-en-Sologne,24 - Centre-Val de Loire,6783,25.5,67.55,21440.0,8.0,0,6783.0,0,24,41059
Héricourt,27 - Bourgogne-Franche-Comté,10654,28.9,506.37,19830.0,8.9,3,2663.5,0,27,70285
Sanxay,75 - Nouvelle-Aquitaine,549,30.7,22.75,19410.0,7.4,0,549.0,0,75,86253
Villeneuve-de-Marsan,75 - Nouvelle-Aquitaine,2428,28.8,104.93,19960.0,8.3,0,2428.0,0,75,40331
Curtil-sous-Burnand,27 - Bourgogne-Franche-Comté,131,28.9,15.71,22250.0,7.2,0,131.0,0,27,71164
Lalandusse,75 - Nouvelle-Aquitaine,222,29.7,23.69,20740.0,7.9,0,222.0,0,75,47132
Colombier-le-Jeune,84 - Auvergne-Rhône-Alpes,574,30.1,37.91,19760.0,8.2,0,574.0,0,84,07068
Bias,75 - Nouvelle-Aquitaine,761,29.1,36.32,20380.0,9.4,0,761.0,0,75,
Le Grand-Pressigny,24 - Centre-Val de Loire,896,31.3,22.65,18630.0,6.8,0,896.0,0,24,37113
Nampcel,32 - Hauts-de-France,317,29.7,18.99,20230.0,8.8,0,317.0,0,32,60445
Carignan-de-Bordeaux,75 - Nouvelle-Aquitaine,3971,21.8,452.28,25980.0,11.3,0,3971.0,0,75,33099
Santec,53 - Bretagne,2401,26.8,297.89,22620.0,7.5,0,2401.0,0,53,29273
Joué-lès-Tours,24 - Centre-Val de Loire,38250,22.2,1180.19,20200.0,11.1,3,9562.5,2,24,37122
Saint-Antonin-du-Var,93 - Provence-Alpes-Côte d'Azur,737,28.4,41.78,20680.0,10.7,0,737.0,0,93,83154
Saint-Sernin,75 - Nouvelle-Aquitaine,454,31.7,21.55,17920.0,7.8,0,454.0,0,75,47278
Belvis,76 - Occitanie,163,33.1,6.9,16380.0,7.6,0,163.0,0,76,11036
Carmaux,76 - Occitanie,9641,30.6,680.86,18220.0,8.1,4,1928.2,1,76,81060
La Jarne,75 - Nouvelle-Aquitaine,2516,25.1,298.81,23680.0,9.8,0,2516.0,0,75,17193
Senillé-Saint-Sauveur,75 - Nouvelle-Aquitaine,1836,27.6,36.49,22040.0,8.5,0,1836.0,0,75,86245
Landser,44 - Grand Est,1642,22.5,540.13,26340.0,11.7,0,1642.0,0,44,68174
Le Mas-d'Azil,76 - Occitanie,1151,31.7,29.24,17530.0,7.5,0,1151.0,0,76,09181
Cremps,76 - Occitanie,359,28.7,18.26,21730.0,8.4,0,359.0,0,76,46082
Ledeuix,75 - Nouvelle-Aquitaine,1029,27.4,76.11,22760.0,8.6,0,1029.0,0,75,64328
Froncles,44 - Grand Est,1485,30.8,74.06,18740.0,6.8,0,1485.0,0,44,52211
Le Pin-au-Haras,28 - Normandie,271,28.8,31.29,22320.0,7.0,0,271.0,0,28,61328
Laussou,75 - Nouvelle-Aquitaine,289,30.0,16.85,20280.0,7.9,0,289.0,0,75,47141
Juillac,76 - Occitanie,118,30.7,15.75,19360.0,8.1,0,118.0,0,76,32164
Loffre,32 - Hauts-de-France,722,24.5,277.69,25690.0,10.1,0,722.0,0,32,59354
Orgeux,27 - Bourgogne-Franche-Comté,460,24.8,96.84,26030.0,9.8,0,460.0,0,27,21469
Plougonvelin,53 - Bretagne,4179,22.8,223.6,25660.0,9.9,0,4179.0,0,53,29190
Le Plessis-Brion,32 - Hauts-de-France,1359,24.4,181.93,24780.0,11.7,0,1359.0,0,32,60501
Saint-Gobain,32 - Hauts-de-France,2288,28.7,76.96,20270.0,8.2,0,2288.0,0,32,02680
Morainville-Jouveaux,28 - Normandie,371,28.0,24.11,21750.0,10.2,0,371.0,0,28,27415
Beuvezin,44 - Grand Est,94,31.2,12.18,19250.0,7.0,0,94.0,0,44,54068
Cisai-Saint-Aubin,28 - Normandie,160,30.3,11.04,19820.0,8.2,0,160.0,0,28,61108
Aynac,76 - Occitanie,551,30.7,25.57,19110.0,7.9,0,551.0,0,76,46012
Vallant-Saint-Georges,44 - Grand Est,392,28.7,21.95,22420.0,6.9,0,392.0,0,44,10392
Anzin-Saint-Aubin,32 - Hauts-de-France,2773,20.8,540.55,27580.0,12.1,0,2773.0,0,32,62037
Mehun-sur-Yèvre,24 - Centre-Val de Loire,6574,27.7,268.88,21140.0,7.7,1,3287.0,0,24,18141
Boutigny-sur-Essonne,11 - Île-de-France,2974,21.6,183.58,26020.0,14.4,0,2974.0,0,11,91099
Taverny,11 - Île-de-France,26576,15.4,2535.88,24240.0,16.3,2,8858.666666666666,1,11,95607
Champlitte,27 - Bourgogne-Franche-Comté,1638,30.0,12.71,19920.0,6.6,0,1638.0,0,27,70122
Pompaire,75 - Nouvelle-Aquitaine,1997,28.4,156.02,21440.0,6.7,0,1997.0,0,75,79213
Neffes,93 - Provence-Alpes-Côte d'Azur,756,24.9,90.43,26220.0,8.7,0,756.0,0,93,05092
Baron,32 - Hauts-de-France,764,22.0,35.58,27870.0,13.5,0,764.0,0,32,60047
Kunheim,44 - Grand Est,1779,24.9,151.4,24540.0,10.3,0,1779.0,0,44,68172
Rayssac,76 - Occitanie,237,32.5,7.91,17340.0,7.1,0,237.0,0,76,81221
Veigné,24 - Centre-Val de Loire,6372,21.8,239.73,24650.0,11.3,0,6372.0,0,24,37266
Saint-Léger-sous-Beuvray,27 - Bourgogne-Franche-Comté,375,31.5,10.72,18180.0,7.9,0,375.0,0,27,71440
Faux-Villecerf,44 - Grand Est,216,28.5,10.14,21990.0,8.6,0,216.0,0,44,10145
Mèze,76 - Occitanie,12012,28.0,347.27,19740.0,11.6,3,3003.0,0,76,34157
Seignosse,75 - Nouvelle-Aquitaine,3874,25.3,110.4,23600.0,12.0,1,1937.0,0,75,40296
Bobigny,11 - Île-de-France,54272,10.5,8016.54,15220.0,15.7,3,13568.0,2,11,93008
Arignac,76 - Occitanie,700,28.2,79.19,22030.0,8.3,0,700.0,0,76,09015
La Guerche-sur-l'Aubois,24 - Centre-Val de Loire,3225,28.8,61.2,20050.0,7.0,0,3225.0,0,24,18108
Marans,75 - Nouvelle-Aquitaine,4489,28.6,54.42,20330.0,9.4,1,2244.5,0,75,17218
Saint-Jean-du-Cardonnay,28 - Normandie,1364,24.0,181.38,25780.0,10.7,0,1364.0,0,28,76594
Martigues,93 - Provence-Alpes-Côte d'Azur,48420,22.3,677.77,21580.0,13.4,5,8070.0,3,93,13056
Morigny-Champigny,11 - Île-de-France,4340,22.3,140.68,26550.0,13.7,1,2170.0,0,11,91433
Damery,44 - Grand Est,1407,25.9,91.13,24720.0,8.0,0,1407.0,0,44,51204
Champrond-en-Perchet,24 - Centre-Val de Loire,408,27.7,45.23,22980.0,8.3,0,408.0,0,24,28072
Saint-Léger-de-Rôtes,28 - Normandie,455,27.3,70.43,23180.0,8.8,0,455.0,0,28,27557
Longvilliers,11 - Île-de-France,504,17.2,36.23,33610.0,15.3,0,504.0,0,11,78349
Sorio,94 - Corse,144,43.8,9.25,,11.5,0,144.0,0,94,2B287
Trémauville,28 - Normandie,105,24.3,37.5,27150.0,9.6,0,105.0,0,28,76710
Mirambeau,75 - Nouvelle-Aquitaine,1496,30.8,55.53,17980.0,8.3,0,1496.0,0,75,17236
Recurt,76 - Occitanie,221,28.7,16.46,21780.0,8.4,0,221.0,0,76,65376
Rugles,28 - Normandie,2231,29.3,158.23,19180.0,8.4,0,2231.0,0,28,27502
Craponne,84 - Auvergne-Rhône-Alpes,11125,20.3,2408.01,25650.0,12.7,4,2225.0,1,84,69069
Mesnois,27 - Bourgogne-Franche-Comté,182,28.8,15.87,21920.0,7.9,0,182.0,0,27,39326
Saint-Méen-le-Grand,53 - Bretagne,4622,29.0,252.84,20020.0,7.9,1,2311.0,0,53,35297
Cruzy-le-Châtel,27 - Bourgogne-Franche-Comté,237,31.0,3.98,19290.0,7.2,0,237.0,0,27,89131
Loudun,75 - Nouvelle-Aquitaine,6740,30.4,153.99,19160.0,7.3,2,2246.6666666666665,0,75,86137
Bournazel,76 - Occitanie,351,29.4,21.47,21070.0,7.7,0,351.0,0,76,
Giey-sur-Aujon,44 - Grand Est,136,30.3,4.47,20350.0,7.1,0,136.0,0,44,52220
Ayssènes,76 - Occitanie,217,31.3,9.38,18440.0,8.1,0,217.0,0,76,12017
Saint-Mandé-sur-Brédoire,75 - Nouvelle-Aquitaine,310,30.9,13.36,18950.0,8.0,0,310.0,0,75,17358
Beauchalot,76 - Occitanie,642,30.4,101.42,19330.0,7.7,0,642.0,0,76,31050
Charroux,75 - Nouvelle-Aquitaine,1137,30.9,25.67,18660.0,7.3,0,1137.0,0,75,86061
Hauterives,84 - Auvergne-Rhône-Alpes,1891,27.8,61.98,21310.0,9.1,0,1891.0,0,84,26148
Ostwald,44 - Grand Est,12586,18.1,1770.18,20920.0,12.7,0,12586.0,0,44,67365
Izieu,84 - Auvergne-Rhône-Alpes,229,26.6,29.86,24260.0,9.0,0,229.0,0,84,01193
Royer,27 - Bourgogne-Franche-Comté,130,27.3,22.07,23850.0,8.1,0,130.0,0,27,71377
Chichilianne,84 - Auvergne-Rhône-Alpes,307,28.5,4.91,22340.0,7.7,0,307.0,0,84,38103
Chambolle-Musigny,27 - Bourgogne-Franche-Comté,295,25.1,38.97,25220.0,11.0,0,295.0,0,27,21133
Lathuile,84 - Auvergne-Rhône-Alpes,1003,23.0,114.5,25780.0,14.2,0,1003.0,0,84,74147
Latour-Bas-Elne,76 - Occitanie,2978,26.2,899.7,21260.0,11.3,1,1489.0,0,76,66094
Grancey-sur-Ource,27 - Bourgogne-Franche-Comté,198,31.0,8.27,19290.0,7.2,0,198.0,0,27,21305
Campagne-sur-Aude,76 - Occitanie,592,31.8,99.16,17720.0,7.2,0,592.0,0,76,11063
Coux,84 - Auvergne-Rhône-Alpes,1652,25.8,137.44,24390.0,8.3,0,1652.0,0,84,07072
Plassac,75 - Nouvelle-Aquitaine,910,25.9,127.81,24030.0,9.9,0,910.0,0,75,
Quiberville,28 - Normandie,547,26.4,163.28,23690.0,9.6,0,547.0,0,28,76515
Crain,27 - Bourgogne-Franche-Comté,405,30.2,40.91,19790.0,7.9,0,405.0,0,27,89129
Pouillon,75 - Nouvelle-Aquitaine,3081,27.5,61.94,20970.0,8.8,0,3081.0,0,75,40233
Saint-Martin-des-Combes,75 - Nouvelle-Aquitaine,193,28.2,13.8,22550.0,8.2,0,193.0,0,75,24456
Autruy-sur-Juine,24 - Centre-Val de Loire,690,26.5,25.45,23560.0,10.0,0,690.0,0,24,45015
Le Breuil,27 - Bourgogne-Franche-Comté,3556,26.3,123.47,22440.0,8.1,0,3556.0,0,27,71059
Grandris,84 - Auvergne-Rhône-Alpes,1184,29.9,77.79,19830.0,7.3,0,1184.0,0,84,69093
Villars-les-Bois,75 - Nouvelle-Aquitaine,235,29.4,27.33,20570.0,8.8,0,235.0,0,75,17470
Brandonnet,76 - Occitanie,311,30.5,25.45,19580.0,7.7,0,311.0,0,76,12034
Pietroso,94 - Corse,319,30.9,12.38,17980.0,9.9,0,319.0,0,94,2B229
Winkel,44 - Grand Est,302,23.3,38.37,27720.0,10.8,0,302.0,0,44,68373
Ranville-Breuillaud,75 - Nouvelle-Aquitaine,175,31.3,13.63,18480.0,8.0,0,175.0,0,75,16275
La Palme,76 - Occitanie,1674,28.4,60.94,21030.0,8.3,0,1674.0,0,76,11188
Blangy-le-Château,28 - Normandie,699,27.9,65.82,21470.0,10.2,0,699.0,0,28,14077
Outines,44 - Grand Est,131,30.2,8.5,20250.0,7.5,0,131.0,0,44,51419
Gelos,75 - Nouvelle-Aquitaine,3598,24.2,326.2,23740.0,10.2,0,3598.0,0,75,64237
Mittelbergheim,44 - Grand Est,635,23.8,165.8,26910.0,10.0,0,635.0,0,44,67295
Bazoches-sur-Hoëne,28 - Normandie,850,30.0,39.65,19970.0,7.4,0,850.0,0,28,61029
Branceilles,75 - Nouvelle-Aquitaine,279,28.9,24.07,22150.0,6.9,0,279.0,0,75,19029
Sousmoulins,75 - Nouvelle-Aquitaine,217,29.0,28.18,21360.0,8.3,0,217.0,0,75,17433
Lignerolles,27 - Bourgogne-Franche-Comté,52,45.4,3.84,,7.2,0,52.0,0,27,21350
Parnac,76 - Occitanie,381,29.1,66.03,20870.0,8.6,0,381.0,0,76,46214
Neuville-lès-Decize,27 - Bourgogne-Franche-Comté,224,31.6,8.38,18390.0,7.3,0,224.0,0,27,58192
Luc-la-Primaube,76 - Occitanie,5987,24.2,222.98,22900.0,8.8,0,5987.0,0,76,12133
Cénac-et-Saint-Julien,75 - Nouvelle-Aquitaine,1203,29.3,60.54,20100.0,8.4,0,1203.0,0,75,24091
Saint-André-en-Morvan,27 - Bourgogne-Franche-Comté,310,28.7,13.58,22110.0,7.5,0,310.0,0,27,58229
Saint-Pierre-lès-Elbeuf,28 - Normandie,8305,21.9,1305.82,21170.0,10.2,0,8305.0,0,28,76640
Sainte-Mère-Église,28 - Normandie,3074,28.5,58.81,20000.0,8.0,0,3074.0,0,28,50523
Montfaucon,27 - Bourgogne-Franche-Comté,1574,21.0,217.1,30150.0,9.4,0,1574.0,0,27,25395
Saint-Lormel,53 - Bretagne,867,27.9,88.74,22110.0,8.5,0,867.0,0,53,22311
Ribeauvillé,44 - Grand Est,4697,26.2,145.82,23150.0,9.5,1,2348.5,0,44,68269
La Salle-en-Beaumont,84 - Auvergne-Rhône-Alpes,328,29.2,35.42,21070.0,8.1,0,328.0,0,84,38470
Morzine,84 - Auvergne-Rhône-Alpes,2743,21.3,62.2,25730.0,16.5,0,2743.0,0,84,74191
Montberaud,76 - Occitanie,207,31.2,13.04,18220.0,8.7,0,207.0,0,76,31362
Challans,52 - Pays de la Loire,20898,29.3,322.3,21240.0,10.7,8,2322.0,0,52,85047
Die,84 - Auvergne-Rhône-Alpes,4665,28.8,81.44,20100.0,8.9,1,2332.5,0,84,26113
Bazet,76 - Occitanie,1786,27.5,628.87,20810.0,8.4,0,1786.0,0,76,65072
Castet,75 - Nouvelle-Aquitaine,155,31.2,6.59,18370.0,8.5,0,155.0,0,75,64175
Louvil,32 - Hauts-de-France,847,19.4,338.8,31030.0,12.5,0,847.0,0,32,59364
Le Poët-Laval,84 - Auvergne-Rhône-Alpes,942,29.1,30.17,20910.0,7.8,0,942.0,0,84,26243
Bize-Minervois,76 - Occitanie,1205,30.1,57.93,19160.0,8.1,0,1205.0,0,76,11041
Sornay,27 - Bourgogne-Franche-Comté,344,28.2,54.69,22800.0,7.2,0,344.0,0,27,
Roujan,76 - Occitanie,2169,29.3,127.44,19810.0,9.8,1,1084.5,0,76,34237
Châtillon-sur-Seine,27 - Bourgogne-Franche-Comté,5354,31.2,161.51,18650.0,6.7,2,1784.6666666666667,0,27,21154
Vendôme,24 - Centre-Val de Loire,16133,29.0,675.3,19700.0,9.1,6,2304.714285714286,3,24,41269
Les Laubies,76 - Occitanie,153,30.1,6.71,20290.0,7.6,0,153.0,0,76,48083
Isle-et-Bardais,84 - Auvergne-Rhône-Alpes,278,30.2,6.23,20360.0,7.0,0,278.0,0,84,03130
Saint-Avit-Sénieur,75 - Nouvelle-Aquitaine,422,31.0,18.03,18510.0,8.3,0,422.0,0,75,24379
Rix,27 - Bourgogne-Franche-Comté,161,27.4,41.07,23740.0,7.8,0,161.0,0,27,
Val Buëch-Méouge,93 - Provence-Alpes-Côte d'Azur,1345,28.8,19.64,20640.0,8.6,0,1345.0,0,93,05118
Cesson,11 - Île-de-France,10625,14.7,1522.21,26090.0,15.4,0,10625.0,0,11,77067
Saint-Côme-de-Fresné,28 - Normandie,261,26.6,60.56,23660.0,9.9,0,261.0,0,28,14565
Sournia,76 - Occitanie,497,31.0,16.57,18250.0,8.7,0,497.0,0,76,66198
Griselles,27 - Bourgogne-Franche-Comté,86,30.4,6.95,20120.0,7.2,0,86.0,0,27,21309
Sarron,75 - Nouvelle-Aquitaine,109,29.9,27.95,20380.0,7.9,0,109.0,0,75,40290
Curbigny,27 - Bourgogne-Franche-Comté,315,28.4,32.68,22680.0,7.0,0,315.0,0,27,71160
Terrou,76 - Occitanie,172,28.3,17.3,22510.0,7.9,0,172.0,0,76,46314
Fénétrange,44 - Grand Est,709,28.8,48.93,21270.0,8.1,0,709.0,0,44,57210
Cinqueux,32 - Hauts-de-France,1572,23.3,231.52,25460.0,12.5,0,1572.0,0,32,60154
Carlus,76 - Occitanie,673,27.1,63.49,22810.0,9.6,0,673.0,0,76,81059
Autingues,32 - Hauts-de-France,290,24.7,97.64,26590.0,8.9,0,290.0,0,32,62059
Pons,75 - Nouvelle-Aquitaine,4202,29.3,152.08,19560.0,8.6,1,2101.0,0,75,17283
Janvry,11 - Île-de-France,636,19.1,77.18,31060.0,14.7,0,636.0,0,11,91319
Courdemanche,28 - Normandie,600,27.0,66.74,23580.0,8.4,0,600.0,0,28,27181
Beaumes-de-Venise,93 - Provence-Alpes-Côte d'Azur,2398,27.1,126.95,21300.0,9.8,0,2398.0,0,93,84012
Kaysersberg Vignoble,44 - Grand Est,4444,23.3,125.36,24420.0,10.8,0,4444.0,0,44,68162
Lannepax,76 - Occitanie,501,31.0,16.25,18620.0,7.9,0,501.0,0,76,32190
Les Salelles,84 - Auvergne-Rhône-Alpes,365,30.3,65.06,19010.0,9.0,0,365.0,0,84,07305
Clamerey,27 - Bourgogne-Franche-Comté,184,29.9,15.23,20530.0,7.5,0,184.0,0,27,21177
Saint-Jean-Pierre-Fixte,24 - Centre-Val de Loire,261,28.3,37.77,22180.0,8.3,0,261.0,0,24,28342
Lembeye,75 - Nouvelle-Aquitaine,762,29.4,90.82,21080.0,8.1,1,381.0,0,75,64331
Marcoussis,11 - Île-de-France,8171,16.3,486.37,28220.0,15.0,0,8171.0,0,11,91363
Retournac,84 - Auvergne-Rhône-Alpes,2959,29.2,64.66,19860.0,6.4,0,2959.0,0,84,43162
Saint-Pierre-en-Auge,28 - Normandie,7503,26.3,51.76,19620.0,8.1,0,7503.0,0,28,14654
Brunstatt-Didenheim,44 - Grand Est,8107,21.2,574.96,26210.0,12.3,1,4053.5,0,44,68056
Lavars,84 - Auvergne-Rhône-Alpes,149,29.7,10.07,20530.0,8.1,0,149.0,0,84,38208
Frignicourt,44 - Grand Est,1846,28.1,190.31,21330.0,7.5,0,1846.0,0,44,51262
Esterre,76 - Occitanie,192,28.3,110.34,21960.0,8.5,0,192.0,0,76,65173
Bayon,44 - Grand Est,1583,27.1,261.65,22460.0,8.0,0,1583.0,0,44,54054
Regny,32 - Hauts-de-France,201,26.9,16.9,23600.0,9.4,0,201.0,0,32,02636
Sarry,44 - Grand Est,2037,24.1,101.8,25930.0,9.2,0,2037.0,0,44,51525
Plagne,84 - Auvergne-Rhône-Alpes,141,23.3,22.74,28870.0,8.6,0,141.0,0,84,01298
Saint-Georges-sur-Cher,24 - Centre-Val de Loire,2704,26.8,113.71,21530.0,9.7,0,2704.0,0,24,41211
Coublanc,44 - Grand Est,118,29.4,6.15,21350.0,7.3,0,118.0,0,44,52145
Spézet,53 - Bretagne,1783,29.9,29.39,19550.0,7.0,0,1783.0,0,53,29278
Bourriot-Bergonce,75 - Nouvelle-Aquitaine,308,29.6,3.73,20400.0,8.4,0,308.0,0,75,40053
Valojoulx,75 - Nouvelle-Aquitaine,274,29.6,23.24,20430.0,8.3,0,274.0,0,75,24563
Guillestre,93 - Provence-Alpes-Côte d'Azur,2334,28.0,45.51,20230.0,9.9,0,2334.0,0,93,05065
Soudé,44 - Grand Est,175,22.3,5.48,29920.0,9.2,0,175.0,0,44,51555
Rauville-la-Place,28 - Normandie,373,28.0,31.4,21600.0,10.1,0,373.0,0,28,50426
Lons-le-Saunier,27 - Bourgogne-Franche-Comté,17320,27.2,2255.21,19650.0,8.6,6,2474.285714285714,0,27,39300
Chalus,84 - Auvergne-Rhône-Alpes,181,28.4,27.51,22390.0,7.7,0,181.0,0,84,63074
Naves,32 - Hauts-de-France,633,27.8,121.97,21760.0,9.5,0,633.0,0,32,59422
